population,mu_05,mu_10,mu_50,mu_90,mu_95,sigma_05,sigma_10,sigma_50,sigma_90,sigma_95,logl_50_norm,dat,meanlog_05,meanlog_10,meanlog_50,meanlog_90,meanlog_95,sdlog_05,sdlog_10,sdlog_50,sdlog_90,sdlog_95,logl_50_lnorm,mean_05_norm,mean_10_norm,mean_50_norm,mean_90_norm,mean_95_norm,cv_05_norm,cv_10_norm,cv_50_norm,cv_90_norm,cv_95_norm,mean_05_lnorm,mean_10_lnorm,mean_50_lnorm,mean_90_lnorm,mean_95_lnorm,cv_05_lnorm,cv_10_lnorm,cv_50_lnorm,cv_90_lnorm,cv_95_lnorm,population_n,species,fished,bimodal,normal_better,better_dist,cov_pref,mean_size,data,col
Notolabrus fucicola__Cape Howe,20.79030899028943,20.947166342498964,21.434060505552644,21.912065220849396,22.057079001475593,5.901819932381522,5.9799329783983985,6.296160066766761,6.760481050884574,6.903442222600468,-56.69271258168551,rls,2.773108896119767,2.812874790252587,2.911917717490685,2.9840465356626957,3.0025211727070467,0.3440561750593675,0.3575353694627891,0.4235901148758555,0.525825160428666,0.5702098157742919,-76.86531416454895,20.810612941341457,20.965617834925947,21.452457430066342,21.92689165962889,22.072276694045133,0.2734510394737969,0.2776273418032258,0.29258432394456263,0.31265412579031115,0.3201003554061145,18.14762049027291,18.64687419405739,20.163754892533518,21.61465394582787,22.196590987649515,0.35449367462975667,0.36927165561742675,0.4433209346432766,0.564354974179565,0.6198575617505172,14699,Notolabrus fucicola,TRUE,FALSE,TRUE,normal,0.29258432394456263,21.243451935505817,rls,rls_norm
Notolabrus fucicola__Western Bassian,17.71642865877571,18.11678338473751,19.26621751448455,20.337525620121,20.726904175031994,7.0403973049674,7.237144283210671,7.9953965538132845,9.079073596442834,9.594012822697081,-23.57329791367533,rls,2.7780402249074467,2.7975036398974455,2.859134645102655,2.9187098186627782,2.935103551750699,0.3741438918078396,0.3825998445983381,0.4193939998835001,0.46380509592107455,0.4789822575524853,-27.84606335973782,18.239997045207993,18.54616110085252,19.52983125205914,20.591827268287837,20.9533955375221,0.35034036032102395,0.3593568246779581,0.39447862361410324,0.4378127357944478,0.45451365398200905,17.644450399725514,17.989766080907057,19.080920829469804,20.25137842404675,20.649328872637433,0.38762739092677195,0.3970378616796584,0.4385299078467304,0.48990274188123795,0.5078142076390723,252,Notolabrus fucicola,TRUE,FALSE,TRUE,normal,0.39447862361410324,19.126984126984127,rls,rls_norm
Notolabrus gymnogenis__Cape Howe,10.605031693824708,13.236077498662558,18.15556966787492,20.499590472001273,21.21424012251908,8.871014744646747,9.328262354356486,11.53724288534001,16.103857467690037,18.239063653701855,-80.3068892255147,rls,2.7042674329607737,2.7173686066546137,2.7595373461616957,2.7999743608021594,2.8117620971838875,0.3882965861832282,0.394728656171,0.4182308747888326,0.45307951628915666,0.46489225078385016,-74.4969802416625,17.840507245056774,18.31677671753347,19.915699959819936,21.906421467779797,22.583653153025978,0.42147879931359133,0.43626472512330416,0.5035514609989898,0.6101302364189942,0.6418413324789847,16.389670317109314,16.589947303729932,17.24428576154122,17.98701811081904,18.19295739266289,0.40340318337796477,0.4106153665864411,0.437204099207165,0.47735742062643405,0.49117948298611463,19286,Notolabrus gymnogenis,TRUE,FALSE,FALSE,lognormal,0.437204099207165,17.444908223581873,rls,rls_lnorm
Notolabrus gymnogenis__Manning-Hawkesbury,11.30081681910134,13.005148793183718,15.964975735562202,18.090017851056697,18.709636117655112,8.199590494004966,8.5047759436182009,10.02709642923374,12.48721201257961,13.713950080119577,-71.79777310518281,rls,2.559768988088886,2.5736010824389846,2.626268762676496,2.676310139954299,2.6917199418145654,0.4229080102840502,0.4298703089042513,0.4592221008722581,0.49496384684599276,0.5077758974056675,-69.78437956340963,15.639639887862637,16.058451578208174,17.47978480614534,19.191164548033882,19.7425276116798,0.43076451555649076,0.44508865564232886,0.4989780098800952,0.5724414485666085,0.5998577781130802,14.439659200715125,14.618630777840558,15.369600412356618,16.17454753389353,16.434456260036264,0.44254126566478214,0.4505152220203983,0.48453098119453086,0.5268847383366042,0.5423347982649074,15077,Notolabrus gymnogenis,TRUE,FALSE,FALSE,lognormal,0.48453098119453086,15.744014061152749,rls,rls_lnorm
Notolabrus gymnogenis__Tweed-Moreton,15.38902288467174,16.003432989622816,17.79924062438414,19.55480478288723,20.127297084016686,6.825747117099044,7.086658441777145,8.163631885088604,9.776191599508422,10.398155944577498,-44.74746677696278,rls,2.6490496111973876,2.662707359092584,2.7149838867917815,2.766751142141504,2.7830106260271728,0.3858825929457862,0.394034092415976,0.42351669541879466,0.4587918695106812,0.47079405375139216,-42.701595069419795,16.391402093475296,16.76364195935416,18.275206415749743,19.986118352419115,20.495447667453547,0.362645216523119,0.3764230044453368,0.42157864361272485,0.4810461152665926,0.4997000542089675,15.486879172940164,15.704618831646009,16.542698644859936,17.42664326284189,17.73119478515119,0.40070333976832906,0.4098352585634004,0.4432369977575362,0.4840275665124903,0.4981272546580737,1684,Notolabrus gymnogenis,TRUE,FALSE,FALSE,lognormal,0.4432369977575362,16.690914489311165,rls,rls_lnorm
Notolabrus inscriptus__Lord Howe and Norfolk Islands,23.122965167996856,23.396046364156163,24.256635129620953,25.042164014073393,25.281639076908526,8.854867133317718,9.003233383062376,9.584920408805155,10.33707330926879,10.617554984036854,-36.59057369908756,rls,2.796744270041895,2.844230854694023,2.9775561780654636,3.0776591215869353,3.1027869362752076,0.45200291006390453,0.46734360773600647,0.5387899955731934,0.6427206273621194,0.6835740088231416,-57.56752591104054,23.460482164908818,23.701699555562282,24.477402395591717,25.238802551461507,25.45383100634867,0.35211200434806833,0.35847199170476696,0.38074984456884736,0.40780833199720523,0.4180252161996025,19.771252400926603,20.452318028971618,22.724305420874803,24.989980125155512,25.815428850479336,0.4761031735630061,0.49406184251897073,0.5803631077857079,0.7151788296427615,0.7717756382927857,1088,Notolabrus inscriptus,FALSE,FALSE,TRUE,normal,0.38074984456884736,24.365808823529413,rls,rls_norm
Notolabrus parilus__Great Australian Bight,16.859861725604027,17.303915091131678,18.660067746484557,20.037105699444048,20.512794437917297,6.01745528548593,6.2200064180148065,7.098009271692691,8.568738352827754,9.381408431108628,-22.719564438297486,rls,2.7728511898846153,2.7885795938231572,2.839910166373545,2.887282894346102,2.9015595263501393,0.3179046915115572,0.325105761365817,0.3571903408473335,0.39981229100312954,0.4147854543106822,-24.329603516471657,17.279440040797724,17.64002875733634,18.835415641988206,20.215539814401215,20.680527441934508,0.3173188758909285,0.3269415725462433,0.3665746694449667,0.4285016155630034,0.4565256136366829,17.052723738553937,17.348242675697033,18.23524130365478,19.19799594321016,19.516432135002976,0.32610853112196275,0.33388836448873765,0.36889207424092807,0.4163348451339994,0.4332823844097517,226,Notolabrus parilus,TRUE,FALSE,TRUE,normal,0.3665746694449667,18.108407079646017,rls,rls_norm
Notolabrus parilus__Houtman,4.418507638567265,6.670949042956633,13.520981538245472,17.036140434710106,17.92906944361729,8.868287671235212,9.348508657469713,11.919982916227703,15.957230803500762,17.436452091291198,-77.67190431661004,rls,2.4502920025153627,2.462742101507015,2.5097332977437303,2.5605995832095463,2.5786614367258074,0.40048752737625637,0.40762371837117783,0.4384916925592668,0.47645543837384075,0.48990019372845167,-71.71103966618588,14.580789487560185,15.101600475011567,16.957753936379127,19.085139350393995,19.755870821928653,0.46203821138317624,0.4801388654675749,0.5648838222076615,0.6575198009755534,0.6749525701924388,12.745469293182772,12.898040264925687,13.5503201277625,14.347579852138697,14.644209726337634,0.41709583339253414,0.425157123123733,0.460438626860854,0.5048189241798724,0.5208185354219284,23997,Notolabrus parilus,TRUE,FALSE,FALSE,lognormal,0.460438626860854,13.351148060174188,rls,rls_lnorm
Notolabrus parilus__Leeuwin,7.217302821257799,9.859673929126949,15.683416394901514,18.719723376700763,19.530356797964078,10.08551305091777,10.501565834802722,12.859591195750165,17.148110880288815,18.806036101519073,-72.97088454076982,rls,2.580945660640409,2.5987290791170343,2.656800474081927,2.711817975863026,2.730680963953162,0.4650755997549862,0.4752205661375593,0.5076511576179988,0.5478449196170215,0.5603807258629496,-68.56542576007779,16.834272386176632,17.295627003966352,18.887000835152147,20.85225832844862,21.494873870311352,0.4741361845414354,0.48900991081157497,0.5563788688169418,0.6411550840387681,0.665701878537583,15.05704360744758,15.323162186581312,16.220562705954883,17.195070615876393,17.492697963254283,0.4913949002850875,0.5033570553425213,0.5421836624184189,0.591641595053879,0.6073928646404143,8669,Notolabrus parilus,TRUE,FALSE,FALSE,lognormal,0.5421836624184189,16.451724535701928,rls,rls_lnorm
Notolabrus parilus__South Australian Gulfs,19.442229886012736,19.790445880601652,20.900056448722665,22.057592713985795,22.409193941760794,7.521864451199456,7.73313110661954,8.434591143488923,9.449360082405025,9.855726742684457,-44.556686418553966,rls,2.8020332221353277,2.823369360125583,2.889328449988681,2.942927667239063,2.9579312130938393,0.3950143649016664,0.40304035064467497,0.43750074617415585,0.4851120790623544,0.5036781942346635,-53.734607280640446,19.84865546288899,20.143131667076105,21.13909556168087,22.27039497061082,22.601768316053732,0.3489613781791675,0.35644109156824016,0.3862435613091468,0.4243828027579487,0.43854878659630947,18.33835431915788,18.6794592655246,19.79594537053945,20.871537545119367,21.220687517077415,0.4109363562949293,0.41997562640481684,0.45929521203388396,0.5151028792950082,0.5373773758926866,2051,Notolabrus parilus,TRUE,FALSE,TRUE,normal,0.3862435613091468,20.53144807411019,rls,rls_norm
Notolabrus tetricus__Bassian,16.40531188170213,17.783151420437157,20.05233532103863,21.820814450429303,22.44378150617191,9.464420525622817,9.789764216726734,11.221976023778105,13.705438119120661,15.022660487094615,-101.13550303629731,rls,2.7887261355311526,2.8050242300117416,2.855622196961529,2.900504446536329,2.9132757328917367,0.4353923459868521,0.44308757487765216,0.4705856872383446,0.5042598793397419,0.5177062870369059,-101.7262503492856,19.513376475996477,19.87558490711884,21.25179411951249,22.872296517487605,23.37103428629132,0.4230036327698225,0.43259839000792427,0.4756596325457955,0.5412572625704053,0.5723440749718668,18.24216626731818,18.519070011956515,19.430955144393614,20.302106319704578,20.57464489847121,0.4568648547753949,0.4657513142526589,0.4978814737167957,0.5380801793653001,0.5544123242860962,104593,Notolabrus tetricus,TRUE,FALSE,TRUE,normal,0.4756596325457955,19.807109462392315,rls,rls_norm
Notolabrus tetricus__Cape Howe,19.676633117883046,20.13107710167923,21.403759196123985,22.686027427330245,23.147271823108202,8.687534763667243,8.909063452756827,9.855893809682865,11.517501828056542,12.22104255419912,-87.19696546379774,rls,2.854906743871449,2.875175160446139,2.927138098929591,2.970005828978441,2.9810372894855464,0.4029966765200043,0.40928158233983186,0.4376423119747933,0.4787131508693074,0.4923769964985874,-92.32622106438347,20.585421457911377,20.901536725103814,21.935125471858825,23.259935559544545,23.78431672918049,0.38443764753557447,0.39214709403297704,0.42565605376421634,0.472820020035971,0.49284459103486283,19.313444658878023,19.608576883482254,20.554494418716892,21.44271013519063,21.686323479473103,0.419926321587327,0.4270348758144681,0.4594585142459606,0.507494953918193,0.5237829223763714,43938,Notolabrus tetricus,TRUE,FALSE,TRUE,normal,0.42565605376421634,20.981439756019842,rls,rls_norm
Notolabrus tetricus__Great Australian Bight,20.463394845009663,20.748328418673285,21.604339355229456,22.47623736531748,22.726532557541876,5.86041335636865,6.007626829223499,6.6031969153124805,7.323547828259127,7.639347740771448,-39.15295079742587,rls,2.846301737840021,2.8805740233630295,2.9690710998232803,3.028999563976289,3.046142923928215,0.31289652894439907,0.32309523851577804,0.3678850000831941,0.4419753041199373,0.471801203990816,-51.620090667282085,20.511401209069376,20.79535326871013,21.63758327016133,22.49361351334045,22.755686087224852,0.27011084945256364,0.2773673335272426,0.30331783549831315,0.3358274743796194,0.34830318013535494,18.816570668770606,19.341079225996086,20.879595078814837,22.113782556028713,22.523085629463374,0.3207135297887466,0.3317135450260171,0.38069052459040287,0.4644640999761094,0.49931575289839714,2402,Notolabrus tetricus,TRUE,FALSE,TRUE,normal,0.30331783549831315,21.77872606161532,rls,rls_norm
Notolabrus tetricus__South Australian Gulfs,16.80089220665081,18.22385652484404,20.330814510003957,21.965768453329396,22.508698161371186,8.064628686297661,8.37761788205211,9.910473942296317,13.009773506885196,14.430244114129373,-82.84541045324818,rls,2.8360199754382602,2.8490393949865847,2.8851271372470837,2.917427258232561,2.9274380648203007,0.37221701780924493,0.37767249896365584,0.399408260988766,0.43069639831461864,0.44381165229904873,-80.68377409242248,19.35500931328483,19.71827676626382,21.05209480230386,22.681881675869057,23.26797108650984,0.3763482723233503,0.3873413209312587,0.43703451036339136,0.5242491826353032,0.5639707446864983,18.55142592721056,18.751015011470116,19.398155923908057,20.046721930447312,20.253893046309127,0.38548923637243415,0.39154886820963136,0.4158796502304799,0.4514636889840577,0.46658978411542834,28516,Notolabrus tetricus,TRUE,FALSE,FALSE,lognormal,0.4158796502304799,19.46468649179408,rls,rls_lnorm
Notolabrus tetricus__Western Bassian,19.537826693338214,19.800769363164722,20.58355624119074,21.428659486924545,21.717879138128087,6.816612311377392,6.961110148060553,7.557966965091831,8.522894784165361,8.92992342502957,-52.16726540609703,rls,2.844890402169166,2.863658997298335,2.918422890834736,2.9598132652466504,2.9707433894504387,0.362038894405578,0.36858429849270263,0.3992206090728583,0.4443153518778713,0.46326825602243044,-62.45162655105485,19.739490333418306,19.968559166582533,20.72086507331457,21.563816465870676,21.851710809988056,0.3265586716273189,0.3320529262327958,0.35751390932607563,0.3935408831699296,0.4068208762704031,18.8599224622227,19.12814374873288,20.052841737521376,20.879676635385458,21.1491682607462,0.3742326089337623,0.38146438607016425,0.4156682724787012,0.46717329580759404,0.4892726374430715,4581,Notolabrus tetricus,TRUE,FALSE,TRUE,normal,0.35751390932607563,20.397293167430693,rls,rls_norm
Odonus niger__Exmouth to Broome,8.18048112266791,11.091060822894555,16.640177946447047,19.41218591340087,20.171742312048394,7.227145669293991,7.752813993443466,10.06368979052441,14.526416856078228,16.16449234616965,-54.866572299903495,rls,2.5028038644541377,2.5693109720642653,2.723112337150452,2.831408763518783,2.8649990843592077,0.39514194981653866,0.41299480044150244,0.5100413319482193,0.6697532802191177,0.7438207309810604,-62.74636723101884,15.329122586804653,16.019849415857397,18.10742958414025,20.350561061512465,21.044403766115348,0.38384989964647687,0.4060562349640603,0.4908387376104818,0.6119285619892453,0.6483361214406012,14.831316096882837,15.393349433927783,17.344055477013086,19.689468307297293,20.71635192619549,0.41107971378871694,0.4312474813137717,0.5450820806434545,0.752376428430576,0.8596097441676832,3358,Odonus niger,FALSE,FALSE,TRUE,normal,0.4908387376104818,16.6460690887433,rls,rls_norm
Olisthops cyanomelas__Bassian,30.017573914289745,30.363543496222057,31.271301724143875,32.01772120270974,32.2206863619271,8.212381800601571,8.353561080871742,8.950251520560466,9.844995230969891,10.218514756408226,-56.441650578178596,rls,2.863867398730467,2.9275540103367366,3.1076136286664626,3.24625477836195,3.283471882897599,0.4836929744460979,0.5057008565568857,0.6049518767566996,0.7529245938519076,0.8129881644837506,-81.32485074392861,30.05808802763953,30.388105919715453,31.286508473196385,32.03076028905576,32.2349852300114,0.260774584606779,0.2657138072138325,0.28558180195294647,0.3161967527677355,0.3271358869712393,21.945960558070635,23.010567185655887,26.96654852729466,31.155252478616266,32.8868993882045,0.5134126506384024,0.5398225052652365,0.6647611089213827,0.8733761405890208,0.9677970795512563,7704,Olisthops cyanomelas,TRUE,FALSE,TRUE,normal,0.28558180195294647,31.53102284527518,rls,rls_norm
Olisthops cyanomelas__Cape Howe,25.84157992102158,26.114594860079922,26.964725638253356,27.77725049204832,28.029256621360364,7.698116087797741,7.828635087692743,8.37284849740075,9.170986911453475,9.451155382085881,-67.88705625602853,rls,2.847655061102531,2.8875857766166635,3.0248655643092626,3.137008459947525,3.1648257885608793,0.44768461239312873,0.46592175892733734,0.5497631468385776,0.6666424875613162,0.7041060465052812,-88.79310820999996,25.9122300448721,26.177894707396305,26.999740378090877,27.804292359680307,28.07544070941546,0.2813123136193668,0.2867692695804187,0.3082911274185368,0.3386838678894202,0.3492333145391738,20.563760306426392,21.272345214988867,23.983064627300223,26.777821486747154,27.840646174720643,0.4710814185631381,0.4923894059964781,0.5940414366427241,0.7480462751342387,0.8010956933438742,17431,Olisthops cyanomelas,TRUE,FALSE,TRUE,normal,0.3082911274185368,27.213871837530835,rls,rls_norm
Olisthops cyanomelas__Great Australian Bight,23.42949998700174,24.40193608669932,26.854671511587348,28.59962507155097,29.033739932665117,6.451343764170153,6.674201893833461,7.9053227928091285,9.89057863244575,10.744687882445696,-28.98198725959079,rls,2.8055166363623076,2.8750214402705794,3.059180324889166,3.2126965321374112,3.253748992845982,0.3815647143339098,0.4017918000997727,0.5031383540232874,0.6833624963676307,0.7510431832164709,-41.57660013018654,23.738837360056106,24.591950373166497,26.901916073470627,28.641802048734114,29.069788866670244,0.23044262715913763,0.24138403245462495,0.294276503896832,0.3755119598903177,0.4085360924540882,19.64229001493073,20.650420977571006,24.306032219424985,28.772077095872568,30.56966566488969,0.39588346990174206,0.41856661283635443,0.5367254047645793,0.7714767452005643,0.8705200225544343,488,Olisthops cyanomelas,TRUE,FALSE,TRUE,normal,0.294276503896832,29.318647540983605,rls,rls_norm
Olisthops cyanomelas__Houtman,22.005494868896076,22.27251357936239,23.352659290075486,24.478579100418063,24.867283885648334,7.011820521749422,7.178462375368869,7.858150535610906,8.750865450407936,9.083925450536043,-46.24240491974181,rls,2.9779467091795917,2.9940551838631664,3.043086750005044,3.0828174284102836,3.095501234530092,0.33168123681729367,0.33827086893232206,0.36344258540148755,0.3992595752540143,0.4142689526672052,-51.896164401684686,22.106930829733965,22.369867983035792,23.426146060803216,24.54377455302618,24.94001808830812,0.2979628993290092,0.30512254144016016,0.3315066547427521,0.365362364886517,0.3756914848597903,21.072403580003755,21.417141073911942,22.396556875284844,23.33115684010707,23.649486894462484,0.34101607062887324,0.34818241040665493,0.375781331290009,0.4157121633090084,0.43269519925302974,3080,Olisthops cyanomelas,TRUE,FALSE,TRUE,normal,0.3315066547427521,22.79951298701299,rls,rls_norm
Olisthops cyanomelas__Leeuwin,22.05013498144021,22.417634042531603,23.626553731882563,24.840758213770908,25.236774389199166,7.373965570865939,7.566765628549295,8.296510263292122,9.329623573468094,9.697253826122802,-41.13144333002771,rls,2.903387821965931,2.9292808027516477,3.0064373950835974,3.0745010262451546,3.0953273529476584,0.36717275468204086,0.37700632289698355,0.41652497861046206,0.4752152191717594,0.49487666476022973,-49.879167541147524,22.253364428682218,22.585722053724034,23.721582923944656,24.935102838356848,25.308580716711724,0.30647996527294824,0.3141321090502946,0.3449712195615942,0.38377394959906463,0.3966059993986791,20.055004825279887,20.546881396774165,22.08967710194579,23.68956089352461,24.196345864507265,0.3799026414365039,0.3908079277091461,0.4352613345581944,0.5033507301185083,0.5267801053138286,1585,Olisthops cyanomelas,TRUE,FALSE,TRUE,normal,0.3449712195615942,23.28706624605678,rls,rls_norm
Olisthops cyanomelas__Manning-Hawkesbury,25.30694412329608,25.548221994880713,26.245680092407092,26.940261011329905,27.16071145278554,7.292887856459891,7.411906694482601,7.885107077435316,8.574942465752834,8.849411875520184,-37.734520216003105,rls,3.0271422066365585,3.057896939551578,3.1402825166886132,3.2062931192544433,3.2228812146192065,0.3414765839617814,0.35330509430723117,0.4014395604811465,0.48218817713264395,0.5083544168730447,-52.86178450941196,25.346156509849532,25.58163634567548,26.272751501348043,26.967271880194545,27.18691174989172,0.27541028152447256,0.2807824169156367,0.29933038247092647,0.3240498231659589,0.3347292515397726,22.749598491645568,23.341341101457132,25.079468666401205,26.874603655700344,27.481911061534035,0.35167727181152825,0.3646225325649198,0.4181692912237116,0.5116222317371455,0.5430359205468004,1444,Olisthops cyanomelas,TRUE,FALSE,TRUE,normal,0.29933038247092647,26.16516620498615,rls,rls_norm
Olisthops cyanomelas__South Australian Gulfs,26.112874352289804,26.691338136388943,28.336566494504268,29.63639556059887,30.04141853768303,8.076866458476323,8.268757680459172,9.203659011375558,10.831595061327999,11.588551030288894,-52.947911083933434,rls,2.9483438210639137,2.9904024469034316,3.1221422873348654,3.2310406940081586,3.257720274720924,0.3989180801640581,0.4137494049279806,0.4891836231567791,0.6003182288208706,0.6468097890057837,-66.93339768098,26.35428216103436,26.860009726654777,28.401743570212258,29.696649200403417,30.07270260282307,0.277681688619266,0.2856091636468947,0.32212798831572936,0.38141940703533467,0.4030176059067578,22.107017557922063,22.871162362232496,25.63043054419347,28.607308922462792,29.58027587571996,0.41532754209081113,0.43210474058112536,0.519961895968797,0.6586934176550506,0.7207440717342934,3410,Olisthops cyanomelas,TRUE,FALSE,TRUE,normal,0.32212798831572936,29.11950146627566,rls,rls_norm
Olisthops cyanomelas__Western Bassian,27.004049633873667,27.350483550503384,28.470506123337543,29.387527982279565,29.64417370097928,6.63426787910032,6.7932796992014985,7.590417910331597,9.02523794353523,9.645364130236299,-36.19508445798509,rls,3.059971435178201,3.098173327509286,3.213604019560163,3.2973544551245237,3.3208442558159526,0.32251680226201446,0.33629199193555787,0.41152215493790845,0.5257062264898084,0.5652489555758576,-48.097312910918205,27.050021606898852,27.388422176855883,28.48160531119707,29.396774884451613,29.654976050813122,0.23076622376482858,0.2368685193975465,0.2667708302993703,0.3176521275264278,0.33945243864398844,23.746308632151997,24.644264151509915,27.044421840364272,29.60629114621237,30.532569556921192,0.3310882296514172,0.34602786638354577,0.42957563595883613,0.5642088720368049,0.6135537134881349,947,Olisthops cyanomelas,TRUE,FALSE,TRUE,normal,0.2667708302993703,28.656282998944032,rls,rls_norm
Ophthalmolepis lineolatus__Cape Howe,19.083362500131315,19.309567395295257,20.09046210447157,20.80246093189337,21.012234764089957,7.477670686957247,7.595212256781654,8.08547373088811,8.74649017757106,8.956425584801561,-69.68140034782854,rls,2.7158994101220393,2.7480468652657866,2.8395494516642392,2.9036720282823394,2.921841443391827,0.39180293659535426,0.40169952498667594,0.44610662713316673,0.5180197162795253,0.5431034055509533,-86.77241435970721,19.4339294104083,19.615237193631458,20.32116277516352,21.00321213672329,21.20208038948054,0.3581799347114372,0.3639997659603952,0.38516468486726235,0.4120252908240138,0.4219500402856774,17.133301731175482,17.535124644544545,18.913830723111353,20.09477213543229,20.49614282856904,0.4073314525213182,0.41846251820915037,0.469249973903324,0.5547950094732539,0.5857255270707838,29908,Ophthalmolepis lineolatus,TRUE,FALSE,TRUE,normal,0.38516468486726235,20.114768623779593,rls,rls_norm
Ophthalmolepis lineolatus__Great Australian Bight,17.7656630087833,18.04262254588999,18.89256316506401,19.67389077295481,19.913605019623635,6.584672747685868,6.71879561444117,7.257279574725741,7.949661353800366,8.190792662482385,-31.430475778500167,rls,2.6711132715409565,2.7083895091038253,2.800589531723491,2.8688766486248367,2.8845682744334056,0.37530010904321015,0.38574683710447544,0.4341411203945973,0.5172374913935374,0.5490069453147689,-47.28871921995653,18.02480281174731,18.27133957746973,19.046145994392084,19.814832979924642,20.04324714130305,0.33866649380090874,0.34470250667799646,0.3715202911881824,0.4030082894664399,0.41341767781146355,16.318818678267796,16.78868691631709,18.10755501279654,19.33742221259408,19.670172453015958,0.3889114876601399,0.4005516197027908,0.4554241301936164,0.5538401137788844,0.5930949299631052,983,Ophthalmolepis lineolatus,TRUE,FALSE,TRUE,normal,0.3715202911881824,18.992878942014244,rls,rls_norm
Ophthalmolepis lineolatus__Houtman,5.653592128254695,9.05470325144154,15.938045103064924,18.72091800318983,19.383157600821587,7.449103609101531,7.748849972178585,9.705695374675937,13.840901569096122,15.617392733533379,-52.7324131959283,rls,2.120020735096819,2.264763918082979,2.58405456169966,2.7632791289335423,2.809215413069633,0.4753718634607346,0.5089447111399542,0.6537997514846702,0.9111544091410412,1.0192782437297632,-64.4490402028577,14.767596989198124,15.330759978409718,17.359279954669542,19.16741263237385,19.792177213606806,0.38116366221442244,0.39915125862894596,0.49406762810475563,0.6253340284933193,0.6656173151029562,12.560814420318659,13.560315668745583,16.393869894207764,19.436834592189385,20.450078887124572,0.5035361000766596,0.5437516271199683,0.7303073507023568,1.1374457896249273,1.351364536443795,2892,Ophthalmolepis lineolatus,TRUE,FALSE,TRUE,normal,0.49406762810475563,17.43862378976487,rls,rls_norm
Ophthalmolepis lineolatus__Leeuwin,15.36243940375054,15.720457142821473,16.68898699263235,17.598325059679595,17.844016081977582,6.448007727876896,6.606253449217483,7.20543523665449,8.10231837648158,8.483208919929893,-50.02191654327709,rls,2.5671121077059595,2.591201663118165,2.6704777602309715,2.738367049736484,2.759724216596362,0.38825436447844625,0.3982041752061052,0.4404973283388025,0.501798434341291,0.5254129386516102,-61.00093970260829,15.943422602647388,16.19303385236059,17.006650728063427,17.843792832420128,18.11524002888178,0.36694990134017547,0.3739052634753776,0.40454255355524343,0.445197895908431,0.46118857627665844,14.547137238615075,14.844931295495474,15.940404326900603,16.993130755467245,17.36222263402572,0.4033559296721321,0.4145237336376229,0.462755111883425,0.5351082978903863,0.5638486794790694,5618,Ophthalmolepis lineolatus,TRUE,FALSE,TRUE,normal,0.40454255355524343,16.68698825204699,rls,rls_norm
Ophthalmolepis lineolatus__Manning-Hawkesbury,12.122280902629539,13.2468185936338,15.325010234740608,16.79771466671105,17.22769489244604,8.146622254428644,8.377549970778848,9.549462875379794,11.581876347157984,12.55431061472258,-70.9672728354515,rls,2.565912523967549,2.5819764675409846,2.6320264936450535,2.6831912738064867,2.6956561906847876,0.434344501214041,0.442736123203421,0.47358698010596656,0.5110829443047503,0.5232737534878218,-72.23477326059768,15.423122071175145,15.71633958243888,16.774272987041236,17.941902664836935,18.371267939520056,0.4465845848136271,0.45713979331024485,0.49826692507318615,0.558826085961601,0.5839906818633737,14.628009391829762,14.842019528420499,15.573319160203141,16.33746076369706,16.569550824630703,0.45565823402313416,0.4653444828175358,0.5014251294019485,0.5463468101535108,0.5612237204397396,16273,Ophthalmolepis lineolatus,TRUE,FALSE,TRUE,normal,0.49826692507318615,15.719289620844343,rls,rls_norm
Ophthalmolepis lineolatus__Tweed-Moreton,14.853883365027217,15.213801217577664,16.276086960065875,17.248373933002583,17.540083222330466,6.954929864940807,7.159294587425781,7.852408070377731,8.917380859934644,9.278988813383382,-28.266575380779884,rls,2.598231691482821,2.620743552432808,2.69127350683058,2.7502338280254968,2.766002541576916,0.41645832110209036,0.4272300552469894,0.46723423036411926,0.5187567208333773,0.5362970080834932,-36.867739010688965,15.777389489860978,16.016653358769258,16.813233619453953,17.714347090079247,17.99752493158066,0.394839736609551,0.4034696825987073,0.43618165414842613,0.47769446498753093,0.4906843143424594,15.136328509107772,15.440505836193568,16.465358972706177,17.472076633121187,17.75368358135159,0.4351854631168625,0.44748718522783854,0.4939331280720416,0.5556952261102297,0.5772722185407868,521,Ophthalmolepis lineolatus,TRUE,FALSE,TRUE,normal,0.43618165414842613,16.535508637236084,rls,rls_norm
Optivus agastos__Cape Howe,5.61528429019571,6.679069753701804,7.869758422267717,8.48998315633657,8.654776893479522,2.3263538768850878,2.441214963696055,2.88601353890519,3.967538496186264,4.892861794784161,-12.980649246286053,rls,1.7322490807178432,1.8151414855604084,1.9938011291168454,2.11813609508824,2.1512201672620432,0.28552373864887187,0.30602614582156934,0.39803151809570086,0.5723332514740741,0.6597106672890224,-21.466485931295686,7.045647651037866,7.288550131055019,7.984922535074952,8.563115592448417,8.725686870674814,0.2792294835083871,0.2942142068887177,0.34848149402948086,0.45905569404646945,0.5170532908254122,6.574318723622553,6.955715450472869,7.982754392485379,8.953844376762435,9.393953576174294,0.29144303836616514,0.3133329200082098,0.4143293929564311,0.6225638377678125,0.7384446529702884,268,Optivus agastos,FALSE,FALSE,TRUE,normal,0.34848149402948086,8.022388059701493,rls,rls_norm
